Year,Indicator Name,Indicator Code,Value
2009,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.35
2008,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.35
2007,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.33
2006,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.34
2005,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.36
2004,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.32
2003,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.33
2002,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.33
2001,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.34
2000,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.35
1999,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.38
1998,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.36
1997,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.4
1996,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.4
1995,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.4
1994,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.38
1993,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.4
1992,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.4
1991,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.44
1990,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.51
2020,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,33.09
2019,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,32.95
2018,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,36.04
2017,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,38.22
2016,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,35.35
2015,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,32.82
2009,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,24.21
2008,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,18.47
2007,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,23.89
2006,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,23.0
2005,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,24.46
2004,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,22.34
2003,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,21.85
2002,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,21.64
2001,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,23.37
2000,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,22.53
1999,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,23.82
1998,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,23.01
1997,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,22.46
1996,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,21.91
1995,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,21.11
1994,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,24.53
1993,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,25.62
1992,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,24.51
1991,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,23.81
1990,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,23.88
1989,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,23.75
1988,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,24.77
1987,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,24.27
1986,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,23.78
1985,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,23.8
1984,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,24.85
1983,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,26.83
1982,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,27.99
1981,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,26.92
1980,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,25.47
1979,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,22.72
1978,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,12.19
1977,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,5.98
1976,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,3.42
1975,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,8.48
2020,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,20981365887.65
2019,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,22069086767.0
2018,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,26427845355.32
2017,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,28304458603.94
2016,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,24259518960.97
2015,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,21350142676.25
2009,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,7625538263.65
2008,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,4852884677.2
2007,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,5702080552.67
2006,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,4710331579.15
2005,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,4498448504.7
2004,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,3416545235.82
2003,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,3132890418.67
2002,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,2685586072.18
2001,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,2794505092.25
2000,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,2627802170.18
1999,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,2710726139.59
1998,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,2619597010.75
1997,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,2625379804.15
1996,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,2330558888.42
1995,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,2094170747.21
1994,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,2302596681.87
1993,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,2181469295.21
1992,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,1952500273.71
1991,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,1732293114.04
1990,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,1593077390.71
1989,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,1380924302.49
1988,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,1433766304.82
1987,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,1318917137.12
1986,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,1245387113.18
1985,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,1145585693.34
1984,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,1192169634.21
1983,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,1118987893.05
1982,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,1090900562.17
1981,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,943222034.67
1980,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,785446378.92
1979,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,596351911.54
1978,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,114699844.53
1977,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,43058049.94
1976,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,-65279551.53
1975,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,123787635.27
2020,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,25.26
2019,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,25.5
2018,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,28.7
2017,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,30.75
2016,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,28.27
2015,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,25.69
2009,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,18.34
2008,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,12.21
2007,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,17.82
2006,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,16.89
2005,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,18.66
2004,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,16.7
2003,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,16.74
2002,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,16.49
2001,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,18.07
2000,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,16.41
1999,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,17.63
1998,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,16.85
1997,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,17.6
1996,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,17.01
1995,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,16.28
1994,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,19.77
1993,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,21.1
1992,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,20.17
1991,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,19.41
1990,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,19.98
1989,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,19.91
1988,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,20.6
1987,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,19.82
1986,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,19.52
1985,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,19.24
1984,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,20.31
1983,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,21.76
1982,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,22.64
1981,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,21.48
1980,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,19.31
1979,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,17.76
1978,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,4.59
1977,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,1.22
1976,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,-2.14
1975,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,3.67
2020,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,21034526747.5
2019,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,22199965692.54
2018,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,26767379695.87
2017,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,29208692444.73
2016,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,25292725281.48
2015,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,21855070781.36
2009,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,7820828918.46
2008,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,5047200346.06
2007,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,5803534334.72
2006,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,4824864894.65
2005,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,4555756475.56
2004,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,3478073417.24
2003,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,3194148543.97
2002,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2749634407.79
2001,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2874134979.01
2000,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2738037909.29
1999,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2848172633.73
1998,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2799208389.15
1997,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2830416431.49
1996,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2486266053.61
1995,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2221805717.31
1994,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2444026299.33
1993,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2291262211.87
1992,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,1997857111.07
1991,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,1790875370.36
1990,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,1631137981.74
2020,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,25.32
2019,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,25.65
2018,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,29.06
2017,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,31.73
2016,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,29.47
2015,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,26.29
2009,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,18.81
2008,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,12.7
2007,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,18.14
2006,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,17.3
2005,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,18.9
2004,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,17.0
2003,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,17.07
2002,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,16.88
2001,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,18.58
2000,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,17.1
1999,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,18.53
1998,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,18.01
1997,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,18.97
1996,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,18.15
1995,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,17.28
1994,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,20.99
1993,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,22.16
1992,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,20.64
1991,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,20.06
1990,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,20.46
2020,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,21307686913.61
2019,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,22472362539.08
2018,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,27044705822.38
2017,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,29488230974.8
2016,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,25556907282.58
2015,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,22108021301.52
2009,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,7964676043.32
2008,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,5184322075.29
2007,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,5909771914.74
2006,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,4919919409.87
2005,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,4643184862.92
2004,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,3544214116.53
2003,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,3256620152.16
2002,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,2803101820.76
2001,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,2927177263.4
2000,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,2794129006.73
1999,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,2906022594.89
1998,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,2855352845.99
1997,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,2890508941.62
1996,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,2541369634.74
1995,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,2273021414.15
1994,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,2488422691.96
1993,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,2332205660.14
1992,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,2036864144.03
1991,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,1830060933.65
1990,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,1671601778.69
2020,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,25.65
2019,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,25.97
2018,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,29.37
2017,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,32.03
2016,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,29.78
2015,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,26.6
2009,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,19.15
2008,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,13.04
2007,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,18.47
2006,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,17.64
2005,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,19.26
2004,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,17.32
2003,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,17.41
